ride_id,user_id,driver_id,pickup_lat,pickup_lng,dropoff_lat,dropoff_lng,request_time,pickup_time,dropoff_time,distance_km,duration_min,fare_rwf,status,driver_rating,driver_idle_time,surge_multiplier
R114614,U0283,D0130,-1.919055,30.071561,-1.967073,30.042722,05/11/2024 07:43,05/11/2024 07:48,05/11/2024 08:06,6.23,18,2843,completed,4.6,16,1.2
R980424,U0250,D0119,-1.912414,30.082445,-1.934348,30.121806,11/11/2024 12:59,11/11/2024 13:07,11/11/2024 13:23,5.01,16,2404,completed,4.4,24,1.2
R785861,U0312,D0147,-1.915108,30.085111,-1.974614,30.070861,19/07/2024 08:25,19/07/2024 08:27,19/07/2024 08:47,6.8,20,3810,completed,3.5,29,1.5
R358507,U0388,D0136,-1.953133,30.056521,-1.972712,30.102197,09/08/2024 17:29,09/08/2024 17:37,09/08/2024 17:54,5.52,17,3234,cancelled,4.1,6,1.5
R509035,U0220,D0144,-1.950772,30.0987,-1.943398,30.054016,19/11/2024 17:39,19/11/2024 17:48,19/11/2024 18:05,5.03,17,2009,completed,4.1,1,1
R210862,U0331,D0093,-1.964222,30.122488,-1.969705,30.133149,05/08/2024 21:54,05/08/2024 21:56,05/08/2024 22:01,1.33,5,899,completed,3.6,7,1
R579834,U0311,D0106,-1.965098,30.04583,-1.941869,30.089149,22/08/2024 17:52,22/08/2024 17:57,22/08/2024 18:17,5.46,20,2138,completed,3.6,0,1
R405854,U0284,D0132,-1.909966,30.082927,-1.931966,30.081796,20/11/2024 08:50,20/11/2024 09:00,20/11/2024 09:07,2.45,7,1482,cancelled,4.3,11,1.2
R756501,U0234,D0134,-1.947402,30.098044,-1.957947,30.057609,21/07/2024 15:24,21/07/2024 15:28,21/07/2024 15:45,4.64,17,2270,cancelled,4.6,30,1.2
R881793,U0337,D0106,-1.962933,30.055557,-1.976162,30.044694,08/10/2024 11:01,08/10/2024 11:03,08/10/2024 11:12,1.9,9,1605,completed,4.7,11,1.5
R292940,U0226,D0098,-1.933673,30.106284,-1.941823,30.107908,03/09/2024 08:26,03/09/2024 08:32,03/09/2024 08:37,1,5,1200,cancelled,4.5,3,1.5
R445809,U0274,D0120,-1.935914,30.125421,-1.923091,30.081917,30/09/2024 18:43,30/09/2024 18:47,30/09/2024 19:03,5.04,16,2414,completed,4.9,25,1.2
R537474,U0234,D0091,-1.978733,30.09969,-1.973857,30.120249,01/08/2024 07:50,01/08/2024 07:58,01/08/2024 08:05,2.35,7,1205,completed,4.3,6,1
R425407,U0280,D0157,-1.972111,30.117649,-1.96807,30.141084,05/11/2024 08:02,05/11/2024 08:05,05/11/2024 08:17,2.64,12,1292,completed,3.6,7,1
R969572,U0217,D0138,-1.969589,30.121493,-1.914212,30.113378,25/08/2024 08:05,25/08/2024 08:07,25/08/2024 08:31,6.22,24,2366,completed,3.8,1,1
R263772,U0365,D0148,-1.929601,30.119755,-1.938873,30.096844,12/12/2024 08:42,12/12/2024 08:50,12/12/2024 09:01,2.75,11,1325,completed,3.8,21,1
R941895,U0365,D0098,-1.970163,30.116733,-1.953789,30.058576,17/12/2024 18:59,17/12/2024 19:02,17/12/2024 19:27,6.71,25,2513,cancelled,4.4,4,1
R644991,U0395,D0157,-1.930735,30.102484,-1.932969,30.120243,14/09/2024 17:51,14/09/2024 18:00,14/09/2024 18:07,1.99,7,2194,completed,4.3,18,2
R714990,U0367,D0124,-1.927365,30.102838,-1.98,30.109836,27/07/2024 11:42,27/07/2024 11:45,27/07/2024 12:03,5.9,18,2270,cancelled,4.3,22,1
R204263,U0396,D0143,-1.905926,30.102731,-1.92504,30.072045,14/12/2024 19:17,14/12/2024 19:26,14/12/2024 19:38,4.02,12,1706,completed,4.8,22,1
R640827,U0383,D0099,-1.920755,30.094916,-1.950324,30.097974,20/11/2024 11:56,20/11/2024 12:06,20/11/2024 12:20,3.31,14,1493,completed,4.2,21,1
R105495,U0321,D0100,-1.947206,30.058079,-1.91598,30.08307,10/10/2024 21:20,10/10/2024 21:28,10/10/2024 21:45,4.45,17,3303,completed,4,14,1.8
R115170,U0229,D0085,-1.917875,30.085813,-1.926794,30.103119,28/11/2024 21:44,28/11/2024 21:49,28/11/2024 21:54,2.16,5,1148,completed,3.8,21,1
R977097,U0321,D0135,-1.930863,30.093866,-1.918693,30.096963,27/09/2024 08:13,27/09/2024 08:15,27/09/2024 08:20,1.4,5,920,cancelled,3.5,15,1
R640448,U0308,D0132,-1.903223,30.076935,-1.979338,30.048168,10/10/2024 09:04,10/10/2024 09:14,10/10/2024 09:47,9.05,33,3215,completed,3.6,3,1
R486073,U0245,D0105,-1.976244,30.047325,-1.923257,30.106865,30/12/2024 20:02,30/12/2024 20:04,30/12/2024 20:31,8.86,27,3158,cancelled,4.1,26,1
R985156,U0388,D0123,-1.92199,30.091691,-1.936063,30.09911,22/08/2024 07:51,22/08/2024 07:58,22/08/2024 08:06,1.77,8,1031,completed,4.2,7,1
R660351,U0394,D0085,-1.924586,30.095328,-1.912148,30.081614,11/08/2024 09:12,11/08/2024 09:21,11/08/2024 09:30,2.06,9,1342,completed,4.2,29,1.2
R382773,U0312,D0118,-1.969138,30.052732,-1.951496,30.05377,22/11/2024 18:39,22/11/2024 18:43,22/11/2024 18:49,1.97,6,1091,completed,4.1,16,1
R565720,U0374,D0159,-1.950567,30.052799,-1.924676,30.081529,27/11/2024 08:24,27/11/2024 08:27,27/11/2024 08:41,4.3,14,3222,completed,3.7,5,1.8
R461015,U0380,D0156,-1.962566,30.079774,-1.931345,30.094565,04/12/2024 08:52,04/12/2024 08:58,04/12/2024 09:09,3.84,11,2478,completed,4.8,29,1.5
R905191,U0250,D0159,-1.933105,30.124347,-1.936038,30.091825,01/09/2024 07:02,01/09/2024 07:07,01/09/2024 07:17,3.63,10,1907,completed,3.6,17,1.2
R649646,U0213,D0158,-1.926369,30.069492,-1.93225,30.109733,11/10/2024 17:01,11/10/2024 17:10,11/10/2024 17:24,4.52,14,2227,completed,3.7,18,1.2
R250690,U0250,D0110,-1.949908,30.06783,-1.926599,30.127099,13/08/2024 18:14,13/08/2024 18:17,13/08/2024 18:38,7.08,21,3936,completed,3.5,23,1.5
R903374,U0361,D0132,-1.922797,30.070708,-1.978073,30.121714,07/09/2024 08:16,07/09/2024 08:22,07/09/2024 08:48,8.36,26,3008,completed,5,0,1
R792239,U0383,D0092,-1.96616,30.062812,-1.917032,30.095171,18/09/2024 18:06,18/09/2024 18:15,18/09/2024 18:38,6.54,23,2462,completed,3.7,25,1
R884817,U0388,D0140,-1.946855,30.059677,-1.937387,30.120618,27/12/2024 09:16,27/12/2024 09:26,27/12/2024 09:46,6.85,20,2555,completed,4,26,1
R572079,U0315,D0130,-1.974156,30.077378,-1.977683,30.108538,18/10/2024 13:23,18/10/2024 13:27,18/10/2024 13:38,3.48,11,2316,completed,4.8,24,1.5
R514711,U0337,D0136,-1.93026,30.082607,-1.923435,30.069476,30/12/2024 20:39,30/12/2024 20:41,30/12/2024 20:48,1.64,7,992,completed,4.5,7,1
R123963,U0267,D0098,-1.955136,30.060716,-1.972547,30.099547,12/12/2024 11:17,12/12/2024 11:25,12/12/2024 11:41,4.73,16,1919,completed,4.1,25,1
R827714,U0370,D0122,-1.974285,30.079304,-1.967006,30.041835,12/08/2024 09:26,12/08/2024 09:35,12/08/2024 09:50,4.24,15,2126,completed,3.6,4,1.2
R586857,U0397,D0135,-1.924718,30.067652,-1.929267,30.120412,03/08/2024 17:12,03/08/2024 17:14,03/08/2024 17:35,5.89,21,2267,completed,4.3,15,1
R663639,U0361,D0144,-1.952811,30.058277,-1.917955,30.105181,09/07/2024 12:42,09/07/2024 12:52,09/07/2024 13:16,6.5,24,3675,cancelled,3.9,15,1.5
R400874,U0236,D0149,-1.963978,30.046442,-1.957803,30.137142,05/12/2024 09:28,05/12/2024 09:30,05/12/2024 10:05,10.1,35,3530,completed,4.6,18,1
R143950,U0366,D0160,-1.955508,30.046741,-1.969865,30.139294,12/12/2024 15:26,12/12/2024 15:35,12/12/2024 16:10,10.41,35,3623,completed,4,29,1
R604751,U0350,D0113,-1.907851,30.079874,-1.915684,30.090388,11/12/2024 10:27,11/12/2024 10:29,11/12/2024 10:36,1.46,7,1126,completed,4.5,6,1.2
R444498,U0207,D0107,-1.919039,30.069031,-1.97904,30.099189,05/10/2024 18:47,05/10/2024 18:49,05/10/2024 19:11,7.47,22,4112,completed,4.6,28,1.5
R338035,U0372,D0101,-1.919194,30.072461,-1.94974,30.093266,15/11/2024 08:19,15/11/2024 08:27,15/11/2024 08:44,4.11,17,3119,completed,4.4,5,1.8
R443189,U0258,D0126,-1.978671,30.107599,-1.963858,30.120227,05/07/2024 09:31,05/07/2024 09:33,05/07/2024 09:40,2.16,7,1148,completed,3.6,10,1
R778863,U0249,D0113,-1.920974,30.074078,-1.92742,30.11011,25/12/2024 10:10,25/12/2024 10:19,25/12/2024 10:34,4.07,15,2582,cancelled,4.4,3,1.5
R543365,U0228,D0140,-1.969442,30.047577,-1.921844,30.096644,20/11/2024 13:08,20/11/2024 13:13,20/11/2024 13:37,7.6,24,2780,cancelled,3.9,19,1
R421315,U0225,D0111,-1.922098,30.072963,-1.940195,30.093057,04/07/2024 09:51,04/07/2024 09:57,04/07/2024 10:05,3.01,8,2525,completed,4.5,16,1.8
R515678,U0263,D0128,-1.959237,30.13035,-1.92901,30.112619,28/07/2024 07:06,28/07/2024 07:15,28/07/2024 07:28,3.9,13,2004,cancelled,4.3,23,1.2
R110999,U0341,D0107,-1.920932,30.093176,-1.96392,30.069622,05/09/2024 15:04,05/09/2024 15:13,05/09/2024 15:29,5.45,16,2135,completed,4.3,8,1
R530956,U0371,D0140,-1.970979,30.137704,-1.93047,30.122828,14/11/2024 15:47,14/11/2024 15:54,14/11/2024 16:13,4.8,19,2910,completed,4.9,30,1.5
R402875,U0244,D0106,-1.927966,30.068497,-1.921995,30.115969,08/10/2024 19:19,08/10/2024 19:29,08/10/2024 19:49,5.32,20,2515,completed,3.9,28,1.2
R677009,U0352,D0151,-1.944279,30.089928,-1.917779,30.104177,27/10/2024 19:46,27/10/2024 19:52,27/10/2024 20:02,3.35,10,1505,completed,4.4,26,1
R712474,U0273,D0124,-1.963159,30.073992,-1.971736,30.141642,12/11/2024 07:25,12/11/2024 07:33,12/11/2024 08:00,7.58,27,4161,completed,4.8,7,1.5
R408233,U0319,D0150,-1.926859,30.105486,-1.925134,30.120196,19/09/2024 10:11,19/09/2024 10:14,19/09/2024 10:20,1.65,6,995,completed,4.6,14,1
R888794,U0241,D0081,-1.948124,30.065738,-1.916449,30.096973,15/09/2024 15:49,15/09/2024 15:51,15/09/2024 16:09,4.95,18,1985,cancelled,4.8,7,1
R100123,U0211,D0127,-1.943996,30.058773,-1.964509,30.077671,19/08/2024 08:48,19/08/2024 08:52,19/08/2024 09:00,3.1,8,2145,completed,3.7,30,1.5
R923155,U0342,D0151,-1.98,30.121068,-1.916125,30.105141,09/11/2024 22:22,09/11/2024 22:30,09/11/2024 22:57,7.32,27,2696,completed,4.5,19,1
R370280,U0255,D0130,-1.926105,30.101221,-1.964426,30.129773,05/11/2024 11:01,05/11/2024 11:05,05/11/2024 11:22,5.31,17,2512,completed,4.8,14,1.2
R854363,U0273,D0099,-1.93016,30.114549,-1.927795,30.068211,06/07/2024 19:13,06/07/2024 19:22,06/07/2024 19:42,5.16,20,3072,completed,4.6,24,1.5
R840364,U0353,D0142,-1.932695,30.118104,-1.923914,30.076647,18/08/2024 19:12,18/08/2024 19:17,18/08/2024 19:33,4.71,16,2870,cancelled,4.7,29,1.5
R879476,U0252,D0103,-1.958421,30.060543,-1.960184,30.064353,05/09/2024 18:27,05/09/2024 18:30,05/09/2024 18:35,1,5,1440,completed,5,28,1.8
R781486,U0348,D0125,-1.960699,30.125806,-1.94267,30.058206,24/07/2024 11:58,24/07/2024 12:01,24/07/2024 12:26,7.78,25,5668,completed,4.8,0,2
R526360,U0245,D0158,-1.938039,30.112857,-1.920983,30.076137,11/11/2024 08:30,11/11/2024 08:40,11/11/2024 08:53,4.5,13,1850,completed,3.5,2,1
R666677,U0216,D0126,-1.968489,30.045657,-1.962306,30.065448,24/12/2024 22:39,24/12/2024 22:49,24/12/2024 22:55,2.3,6,1190,completed,4,13,1
R385645,U0360,D0104,-1.97369,30.11044,-1.918756,30.117615,08/09/2024 08:26,08/09/2024 08:35,08/09/2024 08:53,6.16,18,2348,completed,4.6,6,1
R604244,U0235,D0127,-1.917827,30.090799,-1.932174,30.101574,11/12/2024 09:43,11/12/2024 09:47,11/12/2024 09:57,1.99,10,1097,completed,4.3,10,1
R799145,U0388,D0112,-1.904677,30.086,-1.949019,30.061146,23/12/2024 16:31,23/12/2024 16:38,23/12/2024 16:59,5.65,21,2634,completed,4.6,15,1.2
R995524,U0215,D0156,-1.923645,30.100872,-1.934483,30.111661,18/07/2024 21:17,18/07/2024 21:20,18/07/2024 21:25,1.7,5,1212,completed,4.9,20,1.2
R478790,U0381,D0089,-1.926764,30.103772,-1.908192,30.09246,27/12/2024 17:11,27/12/2024 17:16,27/12/2024 17:22,2.42,6,1226,completed,3.8,20,1
R822757,U0202,D0151,-1.97907,30.097578,-1.931342,30.121422,27/09/2024 18:11,27/09/2024 18:13,27/09/2024 18:31,5.93,18,2279,cancelled,3.7,8,1
R740772,U0217,D0149,-1.974184,30.04683,-1.940389,30.089845,12/11/2024 20:26,12/11/2024 20:28,12/11/2024 20:46,6.08,18,2324,completed,3.5,12,1
R906587,U0249,D0107,-1.905872,30.099614,-1.976587,30.049474,18/09/2024 21:05,18/09/2024 21:13,18/09/2024 21:45,9.64,32,3392,completed,4.9,11,1
R626162,U0252,D0129,-1.970867,30.128639,-1.922015,30.094375,28/10/2024 08:33,28/10/2024 08:43,28/10/2024 09:04,6.63,21,4480,completed,4.3,2,1.8
R681347,U0288,D0084,-1.9765,30.108543,-1.959288,30.063371,04/10/2024 20:58,04/10/2024 21:08,04/10/2024 21:26,5.37,18,2111,completed,4,12,1
R184570,U0271,D0121,-1.920689,30.081818,-1.91668,30.107461,10/07/2024 19:30,10/07/2024 19:34,10/07/2024 19:44,2.88,10,1364,completed,4.2,9,1
R197875,U0302,D0147,-1.975053,30.071478,-1.958158,30.137539,23/11/2024 08:04,23/11/2024 08:11,23/11/2024 08:36,7.58,25,2774,completed,4.1,15,1
R424062,U0255,D0149,-1.969459,30.039245,-1.945547,30.056351,25/07/2024 07:07,25/07/2024 07:16,25/07/2024 07:29,3.27,13,1481,cancelled,3.8,12,1
R782956,U0367,D0160,-1.976153,30.041638,-1.972813,30.137947,18/12/2024 09:58,18/12/2024 10:04,18/12/2024 10:41,10.71,37,3713,completed,4.1,14,1
R380472,U0333,D0089,-1.941257,30.082214,-1.958174,30.061737,03/08/2024 17:49,03/08/2024 17:53,03/08/2024 18:04,2.95,11,1385,completed,4.8,14,1
R653896,U0266,D0152,-1.97335,30.111071,-1.914131,30.104125,04/10/2024 07:43,04/10/2024 07:47,04/10/2024 08:11,6.63,24,2987,completed,4.5,2,1.2
R965748,U0233,D0107,-1.930435,30.07994,-1.924019,30.120573,02/12/2024 06:33,02/12/2024 06:37,02/12/2024 06:51,4.57,14,1871,completed,4.4,19,1
R307300,U0328,D0104,-1.945394,30.092918,-1.970292,30.040856,15/10/2024 18:23,15/10/2024 18:25,15/10/2024 18:44,6.41,19,2423,completed,4.3,8,1
R690216,U0338,D0142,-1.948783,30.061041,-1.940276,30.092241,19/09/2024 07:23,19/09/2024 07:32,19/09/2024 07:43,3.59,11,1577,cancelled,3.5,22,1
R121801,U0245,D0137,-1.934076,30.086296,-1.907794,30.088791,09/10/2024 19:37,09/10/2024 19:44,09/10/2024 19:56,2.94,12,1658,completed,4,10,1.2
R490849,U0384,D0159,-1.943722,30.060722,-1.911644,30.103893,22/11/2024 12:10,22/11/2024 12:12,22/11/2024 12:34,5.98,22,2294,cancelled,4.7,26,1
R202308,U0400,D0159,-1.900033,30.089686,-1.958223,30.062376,10/08/2024 18:48,10/08/2024 18:54,10/08/2024 19:20,7.15,26,2645,completed,5,17,1
R896631,U0291,D0099,-1.957068,30.066847,-1.943241,30.097583,11/08/2024 14:41,11/08/2024 14:46,11/08/2024 15:02,3.75,16,1950,completed,4,0,1.2
R102634,U0322,D0160,-1.962938,30.136343,-1.906435,30.084315,18/07/2024 16:40,18/07/2024 16:46,18/07/2024 17:15,8.54,29,3674,completed,4.6,8,1.2
R797748,U0246,D0093,-1.907516,30.086385,-1.908865,30.105651,04/08/2024 07:30,04/08/2024 07:33,04/08/2024 07:44,2.15,11,1145,cancelled,4.4,2,1
R613470,U0225,D0112,-1.914822,30.077045,-1.956911,30.049556,06/10/2024 08:48,06/10/2024 08:57,06/10/2024 09:18,5.59,21,4354,cancelled,4.2,7,2
R547407,U0398,D0127,-1.969812,30.061293,-1.911339,30.076009,28/10/2024 22:33,28/10/2024 22:39,28/10/2024 23:04,6.7,25,3012,completed,4.3,15,1.2
R944729,U0346,D0095,-1.971871,30.136477,-1.965407,30.044381,01/09/2024 15:12,01/09/2024 15:15,01/09/2024 15:47,10.26,32,4294,completed,4.7,24,1.2
R313182,U0388,D0140,-1.977873,30.038759,-1.934109,30.117919,20/07/2024 08:14,20/07/2024 08:16,20/07/2024 08:51,10.05,35,7030,completed,3.5,27,2
R222840,U0250,D0121,-1.975044,30.050364,-1.956278,30.062708,10/10/2024 19:29,10/10/2024 19:37,10/10/2024 19:49,2.5,12,1250,completed,3.9,26,1
R349301,U0357,D0110,-1.955756,30.065802,-1.976234,30.04807,20/10/2024 10:18,20/10/2024 10:26,20/10/2024 10:37,3.01,11,2104,completed,4.2,14,1.5
R896963,U0267,D0130,-1.972077,30.140812,-1.927268,30.101479,08/11/2024 18:58,08/11/2024 19:03,08/11/2024 19:23,6.63,20,2489,cancelled,3.7,7,1
R276202,U0323,D0124,-1.96828,30.114209,-1.928545,30.081423,30/10/2024 16:51,30/10/2024 16:54,30/10/2024 17:12,5.73,18,2219,completed,4.8,16,1
R724504,U0261,D0087,-1.961037,30.113679,-1.976252,30.108649,23/11/2024 06:51,23/11/2024 07:01,23/11/2024 07:07,1.78,6,1551,completed,3.7,23,1.5
R369035,U0340,D0087,-1.969076,30.138258,-1.9164,30.092095,12/07/2024 17:36,12/07/2024 17:42,12/07/2024 18:10,7.79,28,5107,completed,3.9,3,1.8
R546368,U0324,D0148,-1.98,30.110932,-1.959504,30.137243,26/11/2024 06:41,26/11/2024 06:46,26/11/2024 07:01,3.71,15,1936,completed,3.5,14,1.2
R179155,U0369,D0119,-1.966887,30.082659,-1.979248,30.112189,15/10/2024 13:51,15/10/2024 13:55,15/10/2024 14:10,3.56,15,1568,completed,4.9,29,1
R208576,U0203,D0122,-1.919027,30.097566,-1.978949,30.037222,12/12/2024 07:11,12/12/2024 07:19,12/12/2024 07:52,9.45,33,4002,completed,3.8,17,1.2
R479613,U0216,D0122,-1.97532,30.11994,-1.947536,30.054226,26/08/2024 19:55,26/08/2024 20:01,26/08/2024 20:25,7.93,24,2879,completed,4.4,25,1
R316881,U0382,D0157,-1.908345,30.09886,-1.951188,30.055609,18/10/2024 07:07,18/10/2024 07:16,18/10/2024 07:40,6.77,24,2531,completed,4.1,20,1
R681252,U0258,D0093,-1.958515,30.063094,-1.923443,30.116056,17/12/2024 09:10,17/12/2024 09:16,17/12/2024 09:38,7.06,22,5236,completed,4.6,3,2
R841461,U0253,D0141,-1.927813,30.122046,-1.94108,30.08433,12/07/2024 18:40,12/07/2024 18:45,12/07/2024 19:00,4.44,15,1832,completed,4.8,22,1
R236330,U0253,D0109,-1.972745,30.070953,-1.961724,30.111219,14/12/2024 22:18,14/12/2024 22:20,14/12/2024 22:34,4.64,14,2270,completed,4.6,3,1.2
R736087,U0275,D0084,-1.962491,30.080148,-1.948786,30.056741,25/07/2024 19:01,25/07/2024 19:08,25/07/2024 19:20,3.01,12,1403,completed,4.7,8,1
R931005,U0381,D0146,-1.904061,30.096555,-1.943093,30.082743,06/11/2024 09:09,06/11/2024 09:17,06/11/2024 09:33,4.6,16,1880,completed,3.7,10,1
R576469,U0226,D0108,-1.94535,30.054669,-1.963553,30.128934,23/10/2024 15:47,23/10/2024 15:55,23/10/2024 16:23,8.5,28,3050,completed,4.6,17,1
R516386,U0324,D0089,-1.928805,30.127011,-1.944016,30.085462,18/07/2024 14:15,18/07/2024 14:19,18/07/2024 14:34,4.92,15,2964,completed,3.7,22,1.5
R645291,U0357,D0133,-1.924427,30.117936,-1.974201,30.075157,05/08/2024 18:01,05/08/2024 18:04,05/08/2024 18:27,7.3,23,2690,completed,3.6,20,1
R274041,U0329,D0093,-1.961144,30.058098,-1.919387,30.113501,13/07/2024 07:01,13/07/2024 07:08,13/07/2024 07:37,7.71,29,5626,completed,3.7,25,2
R872664,U0247,D0130,-1.947955,30.10206,-1.98,30.114118,04/10/2024 17:47,04/10/2024 17:49,04/10/2024 18:00,3.81,11,1972,completed,4.9,26,1.2
R350099,U0297,D0119,-1.951656,30.065908,-1.963232,30.082343,11/12/2024 20:19,11/12/2024 20:26,11/12/2024 20:36,2.23,10,1754,completed,4.5,1,1.5
R697721,U0398,D0087,-1.934612,30.11288,-1.950101,30.046209,27/09/2024 09:03,27/09/2024 09:08,27/09/2024 09:33,7.61,25,2783,completed,4.8,14,1
R108350,U0373,D0139,-1.912605,30.089345,-1.931578,30.101946,29/09/2024 14:05,29/09/2024 14:13,29/09/2024 14:21,2.53,8,1259,completed,3.9,16,1
R523300,U0248,D0100,-1.903492,30.087385,-1.969513,30.059877,03/11/2024 18:24,03/11/2024 18:31,03/11/2024 18:59,7.95,28,2885,cancelled,3.8,7,1
R975589,U0364,D0106,-1.945008,30.09481,-1.949796,30.101674,14/10/2024 17:55,14/10/2024 18:01,14/10/2024 18:06,1,5,960,completed,3.5,7,1.2
R256563,U0393,D0160,-1.973871,30.105964,-1.964371,30.067517,15/11/2024 15:25,15/11/2024 15:31,15/11/2024 15:44,4.4,13,3276,completed,4.7,16,1.8
R724226,U0390,D0128,-1.923301,30.120684,-1.933249,30.121753,10/11/2024 19:57,10/11/2024 19:59,10/11/2024 20:06,1.11,7,833,completed,4.9,1,1
R635071,U0376,D0128,-1.944884,30.081238,-1.948124,30.064067,23/10/2024 08:49,23/10/2024 08:55,23/10/2024 09:03,1.94,8,1082,completed,4,18,1
R809022,U0220,D0081,-1.909345,30.091716,-1.967263,30.100513,27/08/2024 17:13,27/08/2024 17:16,27/08/2024 17:36,6.51,20,2453,completed,4.9,14,1
R773538,U0379,D0106,-1.98,30.106697,-1.904196,30.090344,21/07/2024 13:49,21/07/2024 13:55,21/07/2024 14:26,8.62,31,3086,completed,4.4,9,1
R801837,U0256,D0109,-1.953212,30.066658,-1.973656,30.107083,20/11/2024 22:43,20/11/2024 22:48,20/11/2024 23:06,5.03,18,2009,completed,4.2,9,1
R816891,U0343,D0089,-1.940663,30.093676,-1.962808,30.121189,17/12/2024 07:18,17/12/2024 07:21,17/12/2024 07:37,3.93,16,3022,completed,3.8,0,1.8
R121541,U0214,D0144,-1.938719,30.121982,-1.962695,30.057583,06/10/2024 18:00,06/10/2024 18:05,06/10/2024 18:32,7.64,27,3350,completed,3.7,10,1.2
R440216,U0385,D0111,-1.968188,30.129331,-1.925164,30.097288,05/07/2024 07:26,05/07/2024 07:31,05/07/2024 07:51,5.96,20,2288,completed,3.6,0,1
R530620,U0243,D0149,-1.958494,30.055387,-1.949483,30.098553,04/07/2024 18:14,04/07/2024 18:20,04/07/2024 18:36,4.9,16,1970,completed,4.2,29,1
R671912,U0380,D0109,-1.908788,30.09674,-1.95999,30.05454,02/07/2024 20:10,02/07/2024 20:14,02/07/2024 20:40,7.38,26,2714,completed,3.7,8,1
R830027,U0269,D0156,-1.960218,30.120892,-1.944123,30.082556,21/09/2024 20:22,21/09/2024 20:27,21/09/2024 20:43,4.62,16,1886,completed,4.7,7,1
R534926,U0398,D0153,-1.940287,30.109844,-1.901821,30.087751,13/10/2024 12:39,13/10/2024 12:47,13/10/2024 13:04,4.93,17,3562,completed,3.6,19,1.8
R704649,U0298,D0151,-1.962034,30.058503,-1.903818,30.076734,08/08/2024 16:08,08/08/2024 16:10,08/08/2024 16:33,6.78,23,2534,completed,4.8,9,1
R581950,U0318,D0086,-1.944302,30.090161,-1.917257,30.081237,13/10/2024 17:42,13/10/2024 17:46,13/10/2024 17:57,3.17,11,1451,completed,4,11,1
R859137,U0237,D0087,-1.968185,30.134442,-1.966533,30.07099,20/12/2024 20:17,20/12/2024 20:21,20/12/2024 20:42,7.05,21,2615,completed,3.9,5,1
R294005,U0211,D0130,-1.969583,30.067471,-1.963347,30.140266,21/07/2024 08:32,21/07/2024 08:36,21/07/2024 09:06,8.12,30,2936,completed,4.8,28,1
R608110,U0379,D0102,-1.926747,30.124393,-1.970982,30.037939,12/07/2024 20:35,12/07/2024 20:40,12/07/2024 21:17,10.79,37,3737,completed,4.4,24,1
R957186,U0343,D0106,-1.914841,30.088496,-1.950609,30.061601,21/09/2024 10:24,21/09/2024 10:31,21/09/2024 10:46,4.98,15,1994,completed,4.2,3,1
R919789,U0365,D0117,-1.970112,30.127699,-1.9765,30.051913,28/11/2024 18:20,28/11/2024 18:30,28/11/2024 18:59,8.45,29,3035,completed,3.8,22,1
R166635,U0231,D0129,-1.931463,30.093852,-1.927391,30.104817,31/07/2024 16:24,31/07/2024 16:27,31/07/2024 16:32,1.3,5,890,cancelled,3.9,19,1
R582653,U0275,D0113,-1.908468,30.079657,-1.919341,30.110585,18/09/2024 09:01,18/09/2024 09:11,18/09/2024 09:24,3.64,13,1592,cancelled,4.4,17,1
R466004,U0358,D0155,-1.926975,30.121267,-1.937574,30.098218,07/11/2024 06:28,07/11/2024 06:34,07/11/2024 06:42,2.82,8,2019,completed,4.9,17,1.5
R112365,U0317,D0143,-1.969976,30.128214,-1.937178,30.087212,26/10/2024 09:35,26/10/2024 09:41,26/10/2024 09:59,5.84,18,3378,completed,4.7,12,1.5
R714600,U0395,D0140,-1.98,30.049677,-1.916219,30.113775,16/12/2024 17:37,16/12/2024 17:43,16/12/2024 18:15,10.05,32,3515,completed,4.9,23,1
R650090,U0246,D0142,-1.9375,30.096861,-1.915402,30.082206,13/07/2024 19:00,13/07/2024 19:08,13/07/2024 19:16,2.95,8,2493,completed,3.9,6,1.8
R942478,U0306,D0085,-1.94975,30.100504,-1.98,30.037828,22/08/2024 15:52,22/08/2024 16:01,22/08/2024 16:27,7.73,26,2819,cancelled,4.7,7,1
R486893,U0372,D0153,-1.961003,30.122125,-1.909742,30.102331,20/11/2024 11:10,20/11/2024 11:13,20/11/2024 11:33,6.11,20,3500,completed,3.5,9,1.5
R125591,U0382,D0144,-1.947295,30.058944,-1.945844,30.097092,16/10/2024 20:00,16/10/2024 20:09,16/10/2024 20:25,4.24,16,2126,cancelled,4.5,3,1.2
R305751,U0227,D0123,-1.976308,30.116413,-1.947674,30.060825,27/07/2024 09:58,27/07/2024 10:03,27/07/2024 10:26,6.95,23,2585,completed,4.1,18,1
R900877,U0227,D0086,-1.934941,30.100672,-1.917354,30.104447,30/12/2024 06:24,30/12/2024 06:33,30/12/2024 06:41,2,8,1100,completed,4.2,17,1
R282730,U0233,D0129,-1.912603,30.086709,-1.932601,30.093567,03/11/2024 09:31,03/11/2024 09:40,03/11/2024 09:49,2.35,9,1205,completed,3.9,15,1
R547652,U0328,D0107,-1.96925,30.099697,-1.971395,30.131713,07/12/2024 13:28,07/12/2024 13:36,07/12/2024 13:47,3.57,11,1571,completed,5,14,1
R673375,U0241,D0088,-1.963404,30.112532,-1.923798,30.120099,17/12/2024 14:44,17/12/2024 14:52,17/12/2024 15:05,4.48,13,2213,completed,3.8,20,1.2
